,group_code,food_group,cod_item,food_description,group_eng,desc_eng
594,9,Panificados,8002502,ROCAMBOLE,Breads,ROULADE
595,9,Panificados,8006401,PAO ARABE,Breads,ARABIC BREAD
596,9,Panificados,6904401,CANUDINHO RECHEADO,Breads,Stuffed straw
597,9,Panificados,8001414,PAOZINHO INTEGRAL,Breads,WHOLE BREAD
598,9,Panificados,8002205,PRESUNTINHO BISCOITO,Breads,BISCUIT HAM
599,9,Panificados,8002605,ANGUSOR DE MILHO,Breads,CORN ANGUSOR
600,9,Panificados,8008310,BOLACHA RECHEADA LIGHT,Breads,LIGHT STUFFED COOKIE
601,9,Panificados,8002335,MARIA MALUCA (BOLACHA DOCE),Breads,MARIA MALUCA (SWEET COOKIE)
602,9,Panificados,8008401,BISCOITO RECHEADO DIET,Breads,DIET STUFFED BISCUIT
603,9,Panificados,8008410,BOLACHA RECHEADA DIET,Breads,DIET STUFFED COOKIE
604,9,Panificados,8007501,BOLO DE CHOCOLATE LIGHT,Breads,LIGHT CHOCOLATE CAKE
605,9,Panificados,8010034,PANETONE DIET,Breads,PANETONE DIET
606,9,Panificados,8002230,BACONZITOS,Breads,BACONZITE
607,9,Panificados,6904701,BEIJO DE MOCA,Breads,MOCA KISS
608,9,Panificados,8003101,BOLO DE CARA,Breads,FACE CAKE
609,9,Panificados,8008408,ROSQUINHA RECHEADA DE QUALQUER SABOR DIET,Breads,ROSQUINHA FILLED WITH ANY DIET FLAVOR
610,9,Panificados,8008301,BISCOITO RECHEADO LIGHT,Breads,LIGHT STUFFED BISCUIT
611,9,Panificados,8010127,CHIPS (SALGADINHOS) LIGHT,Breads,LIGHT CHIPS
612,9,Panificados,8003802,MUFFIN,Breads,MUFFIN
613,9,Panificados,8011901,SALGADINHO DE ARROZ (TIPO CAMIL),Breads,RICE SALAD (CAMIL TYPE)
614,9,Panificados,8007302,FILHOS (BOLINHO DE FARINHA DE TRIGO E OVOS) LIGHT,Breads,CHILDREN (WHEAT AND EGG FLOUR COOKIE) LIGHT
615,10,Carnes,8102601,MORTADELA,Meat,MORTADELAUS
616,10,Carnes,7108107,MIUDO DE BODE,Meat,MIUDO DE BODE
617,10,Carnes,8102101,SALSICHA,Meat,SAUSAGE
618,10,Carnes,7800302,FRANGO EM PEDACOS,Meat,CHICKEN IN PIECES
619,10,Carnes,8100201,CARNE DE SOL,Meat,SUN DRIED MEAT
620,10,Carnes,8102204,"LINGUICA  (SUINA, BOVINA, MISTA, ETC)",Meat,"LANGUAGE (SWINE, BOVINE, MIXED, ETC)"
621,10,Carnes,7800402,FILE DE FRANGO,Meat,CHICKEN FILE
622,10,Carnes,8579147,FRANGO ENSOPADO,Meat,STUFFED CHICKEN
623,10,Carnes,7109101,CARNE BOVINA,Meat,BEEF
624,10,Carnes,7800307,FRANGO DESFIADO,Meat,SHREDDED CHICKEN
625,10,Carnes,7801101,MOELA DE GALINHA OU FRANGO,Meat,CHICKEN OR CHICKEN GEL
626,10,Carnes,7108902,BIFE,Meat,BEEF
627,10,Carnes,7104102,CARNE DE PORCO,Meat,PORK
628,10,Carnes,8100202,CARNE DO SERTAO,Meat,MEAT OF SERTAO
629,10,Carnes,7102502,FIGADO BOVINO (BIFE),Meat,CATTLE (STEAK)
630,10,Carnes,8100502,HAMBURGUER DE CARNE BOVINA,Meat,BEEF BURGER
631,10,Carnes,8102205,LINGUICA CALABRESA,Meat,PEPPERONI SAUSAGE
632,10,Carnes,7400101,"PEIXE DE AGUA DOCE (EM POSTA, EM FILE, ETC)",Meat,"SWEET WATER FISH (IN STOCK, IN FILE, ETC)"
633,10,Carnes,8102701,SALAME,Meat,SALAMI
634,10,Carnes,7260101,CAMARAO,Meat,SHRIMP
635,10,Carnes,8579071,CALDEIRADA DE PEIXE,Meat,FISH STEW
636,10,Carnes,8579110,CARNE SECA COM ABOBORA / LEGUMES,Meat,DRIED MEAT WITH PUMPKIN / VEGETABLES
637,10,Carnes,8503801,CHURRASCO,Meat,BARBECUE
638,10,Carnes,8581604,STROGONOFF / ESTROGONOFE DE FRANGO OU GALINHA,Meat,CHICKEN OR CHICKEN STROGONOFF
639,10,Carnes,7801801,PEITO DE PERU,Meat,TURKEY BREAST
640,10,Carnes,8102901,PRESUNTO,Meat,HAM
641,10,Carnes,7104101,CARNE SUINA / CARNE DE PORCO,Meat,SWINE MEAT / PORK
642,10,Carnes,7802701,CHESTER,Meat,CHESTER
643,10,Carnes,7103701,LOMBO SUINO / LOMBO DE PORCO,Meat,SWINE LOIN / PIG LOIN
644,10,Carnes,7800401,PEITO DE GALINHA OU FRANGO,Meat,CHICKEN OR CHICKEN BREAST
645,10,Carnes,7106301,PERNIL (DE PORCO / SUINO),Meat,PORK (PIG / SWINE)
646,10,Carnes,7801702,PERU EM PEDACO NAO ESPECIFICADO,Meat,PERU IN NON-SPECIFIED PIECE
647,10,Carnes,7800503,SOBRECOXA / COXA DE FRANGO / GALINHA,Meat,SURROUNDINGS / CHICKEN THIGH / CHICKEN
648,10,Carnes,7800303,GALINHA EM PEDACOS,Meat,CHICKEN IN PIECES
649,10,Carnes,7104301,CARNE MOIDA,Meat,MINCED MEAT
650,10,Carnes,7270401,BACALHAU,Meat,CODFISH
651,10,Carnes,7112801,BIFE DE PANELA,Meat,PAN STEAK
652,10,Carnes,7800304,CARNE DE GALINHA,Meat,CHICKEN MEAT
653,10,Carnes,7800301,PARTE DE GALINHA OU FRANGO NAO ESPECIFICADA,Meat,PART OF CHICKEN OR CHICKEN NOT SPECIFIED
654,10,Carnes,8100102,CARNE DE CHARQUE,Meat,CHICKEN MEAT
655,10,Carnes,8103101,HAMBURGUER NAO ESPECIFICADO,Meat,HAMBURGER NOT SPECIFIED
656,10,Carnes,7100606,TATU (LAGARTO REDONDO),Meat,TATU (ROUND LIZARD)
657,10,Carnes,8579072,CALDO DE PINTO,Meat,CALDO DE PINTO
658,10,Carnes,8579096,CARNE ASSADA RECHEADA,Meat,STUFFED ROAST MEAT
659,10,Carnes,8506201,GALINHA COM ARROZ,Meat,CHICKEN WITH RICE
660,10,Carnes,8582302,ROCAMBOLE DE CARNE,Meat,BEEF ROCAMBOLE
661,10,Carnes,7703002,SARDINHA EM CONSERVA,Meat,CONSERVED SARDINES
662,10,Carnes,7705401,STROGONOFF / ESTROGONOFE,Meat,STROGONOFF / ESTROGONOFE
663,10,Carnes,8502801,VATAPA,Meat,VATAPD
664,10,Carnes,7802101,ASA DE PERU,Meat,PERU WING
665,10,Carnes,7103501,COSTELA SUINA / COSTELA DE PORCO,Meat,PORK RIB / PIG RIB
666,10,Carnes,7801901,COXA DE PERU,Meat,DRUMSTICK
667,10,Carnes,7113101,LEITAO,Meat,LEITAO
668,10,Carnes,7113301,LOMBO,Meat,LOMBO
669,10,Carnes,8579160,FRICASSE DE FRANGO OU GALINHA,Meat,CHICKEN OR CHICKEN FRICASSE
670,10,Carnes,8579222,PICADINHO DE CARNE,Meat,CHOPPED MEAT
671,10,Carnes,7200101,"PEIXE DO MAR (EM POSTA, EM FILE, ETC)",Meat,"SEA FISH (IN POST, IN FILE, ETC)"
672,10,Carnes,7702602,ALMONDEGA,Meat,MEAT-BALL
673,10,Carnes,8500213,PACOCA DE CARNE DE SOL,Meat,SUN BEEF PACKAGE
674,10,Carnes,7800701,ASA DE GALINHA OU FRANGO,Meat,CHICKEN OR CHICKEN WING
675,10,Carnes,8104601,CARNE SALGADA NAO ESPECIFICADA,Meat,SALTED MEAT NOT SPECIFIED
676,10,Carnes,7102801,RABADA BOVINA,Meat,BOVINA RABADA
677,10,Carnes,7104501,TRIPA SUINA / PORCO,Meat,SWINE / PIG TRIPLE
678,10,Carnes,8579052,BIFE DE FRANGO OU GALINHA A PARMEGIANA,Meat,CHICKEN OR CHICKEN STEAK IN PARMEGIANA
679,10,Carnes,8506301,GALINHADA,Meat,CHICKEN SOUP
680,10,Carnes,7600101,"PEIXE NAO ESPECIFICADO (EM POSTA, EM FILE, ETC)",Meat,"FISH NOT SPECIFIED (IN POST, IN FILE, ETC)"
681,10,Carnes,7400401,"PEIXE DE AGUA DOCE SALGADO (EM POSTA, EM FILE, ETC)",Meat,"SALTED FRESH WATER FISH (IN STOCK, IN FILE, ETC)"
682,10,Carnes,8571112,FRANGO COM BATATA / INHAME / BATATA BAROA / AIPIM,Meat,CHICKEN WITH POTATO / INHAME / POTATO BAROA / AIPIM
683,10,Carnes,8102905,PRESUNTO PARMA,Meat,PARMA HAM
684,10,Carnes,7105402,CARNE DE BODE,Meat,GOAT MEAT
685,10,Carnes,7101301,COSTELA BOVINA,Meat,BOVINE RIB
686,10,Carnes,7105601,CARNE DE CARNEIRO,Meat,MUTTON
687,10,Carnes,8102207,LINGUICA DE FRANGO,Meat,CHICKEN SAUSAGE
688,10,Carnes,8103601,APRESUNTADO,Meat,INTRODUCED
689,10,Carnes,7100101,FILE MIGNON,Meat,FILET MIGNON
690,10,Carnes,7105405,CARNE DE CAPRINO,Meat,CAPRINE MEAT
691,10,Carnes,7107622,CARNE DE JABUTI,Meat,JABUTI MEAT
692,10,Carnes,7112802,CARNE DE PANELA,Meat,PAN MEAT
693,10,Carnes,7102501,FIGADO BOVINO,Meat,CATTLE FIG
694,10,Carnes,7101806,PANELADA,Meat,PANEL
695,10,Carnes,8100103,JABA,Meat,JABA
696,10,Carnes,7802902,STEAK DE FRANGO,Meat,CHICKEN STEAK
697,10,Carnes,8579114,CARNE DESFIADA,Meat,SHREDDED BEEF
698,10,Carnes,8579111,CHARQUE COM LEGUMES,Meat,CHICKEN WITH VEGETABLES
699,10,Carnes,8501104,COSTELA,Meat,RIB
700,10,Carnes,8104001,"PATE (FIGADO, CALABRES, FRANGO, PRESUNTO, ETC)",Meat,"PATE (FIGURE, CALABRES, CHICKEN, HAM, ETC)"
701,10,Carnes,7702705,PRESUNTADA,Meat,HAM
702,10,Carnes,7104701,LINGUA SUINA / LINGUA DE PORCO,Meat,SWINE LANGUAGE / PIG LANGUAGE
703,10,Carnes,8102403,MORCILHA,Meat,DROPS
704,10,Carnes,7100205,BISTECA BOVINA,Meat,BOVINE BISTECA
705,10,Carnes,7103305,BISTECA SUINA / BISTECA DE PORCO,Meat,SWINE STEAK / PIG STEAK
706,10,Carnes,7105602,CARNE DE OVELHA,Meat,SHEEP MEAT
707,10,Carnes,8102103,SALSICHAO,Meat,SAUSAGE
708,10,Carnes,7107204,BUCHADA DE BODE,Meat,BODY BODY
709,10,Carnes,7101006,CHAMBARIL,Meat,CHAMBARIL
710,10,Carnes,7104302,GUISADO / GUIZADO,Meat,STEW / GUIZADO
711,10,Carnes,8100101,CARNE SECA,Meat,DRIED MEAT
712,10,Carnes,8101101,HAMBURGUER DE FRANGO,Meat,CHICKEN HAMBURGER
713,10,Carnes,7273101,OVAS DE PEIXE (QUALQUER ESPECIE),Meat,FISH EGGS (ANY SPECIES)
714,10,Carnes,7600401,"PEIXE NAO ESPECIFICADO SALGADO (EM POSTA, EM FILE, E",Meat,"NOT SPECIFIED SALTED FISH (IN STOCK, IN FILE, AND"
715,10,Carnes,7200401,"PEIXE SALGADO (EM POSTA, EM FILE, ETC)",Meat,"SALTED FISH (IN STOCK, IN FILE, ETC)"
716,10,Carnes,7102401,TRIPA BOVINA,Meat,BOVINE TRIPLE
717,10,Carnes,7703402,ATUM EM CONSERVA,Meat,CANNED TUNA
718,10,Carnes,8579064,CARNE COZIDA COM LEGUMES E BATATA,Meat,BAKED MEAT WITH VEGETABLES AND POTATOES
719,10,Carnes,8579007,CARNE DE BOI COM LEGUMES,Meat,OX MEAT WITH VEGETABLES
720,10,Carnes,8579113,CARNE DE SOL COM MACAXEIRA,Meat,SUN BEEF WITH MACAXEIRA
721,10,Carnes,8503802,CHURRASQUINHO,Meat,KEBAB
722,10,Carnes,8579146,FRANGO CAIPIRA,Meat,CAIPIRA CHICKEN
723,10,Carnes,8579150,FRANGO OU GALINHA AO MOLHO PARDO / GALINHA DE CABIDE,Meat,CHICKEN OR CHICKEN WITH BROWN SAUCE / HANGER CHICKEN
724,10,Carnes,8501004,GALETO,Meat,GALETO
725,10,Carnes,8579011,GUISADO /  GUIZADO DE CARNE COM LEGUMES,Meat,MEAT STEW / VEGETABLE WITH VEGETABLES
726,10,Carnes,8579212,PEIXE AO LEITE DE COCO,Meat,FISH WITH COCONUT MILK
727,10,Carnes,8102702,SALAMINHO,Meat,SALAMINHO
728,10,Carnes,7107601,CARNE DE OUTROS ANIMAIS,Meat,MEAT FROM OTHER ANIMALS
729,10,Carnes,7107611,CARNE DE JACARE,Meat,JACARE MEAT
730,10,Carnes,7101009,CARNE MARICA BOVINA,Meat,MARICA BOVINA MEAT
731,10,Carnes,8579105,CARNE DE PORCO COM LEGUMES,Meat,PORK WITH VEGETABLES
732,10,Carnes,8579015,GUISADO /  GUIZADO DE FRANGO OU GALINHA COM LEGUMES,Meat,CHICKEN OR CHICKEN STEW / GUIZADO WITH VEGETABLES
733,10,Carnes,7102701,LINGUA BOVINA,Meat,BOVINE LANGUAGE
734,10,Carnes,7112601,BIFE A MILANESA,Meat,MILANESE STEAK
735,10,Carnes,7281201,ATUM FRESCO,Meat,FRESH TUNA
736,10,Carnes,8571110,"CARNE COM BATATA, INHAME, BATATA BAROA OU AIPIM",Meat,"MEAT WITH POTATO, INHAME, BAROA POTATO OR AIPIM"
737,10,Carnes,8579218,PEIXE GRATINADO,Meat,GRATINATED FISH
738,10,Carnes,7280301,SASHIMI,Meat,SASHIMI
739,10,Carnes,7801202,CORACAO DE FRANGO,Meat,CHICKEN HEART
740,10,Carnes,7807501,FRANGO A PASSARINHO,Meat,CHICKEN BIRDS
741,10,Carnes,7480101,TAMBAQUI,Meat,TAMBAQUI
742,10,Carnes,7100301,ALCATRA,Meat,RUMP
743,10,Carnes,7112901,JOELHO DE PORCO,Meat,PORK'S KNEE
744,10,Carnes,7803201,PE E ASA DE GALINHA OU FRANGO,Meat,PE AND CHICKEN OR CHICKEN WING
745,10,Carnes,7112701,BIFE A ROLE,Meat,STEAK ROLE
746,10,Carnes,7102102,BOFE BOVINO,Meat,BOFE BOVINO
747,10,Carnes,7800702,DRUMETE DE GALINHA OU FRANGO,Meat,CHICKEN OR CHICKEN DRUMETE
748,10,Carnes,7102601,CUPIM,Meat,TERMITE
749,10,Carnes,8571113,"FRANGO COM LEGUMES (EXCETO BATATA,INHAME E AIPIM)",Meat,"CHICKEN WITH VEGETABLES (EXCEPT POTATOES, INHAME AND AIPIM)"
750,10,Carnes,8508301,VACA ATOLADA,Meat,BORED COW
751,10,Carnes,8105001,MORTADELA LIGHT,Meat,MORTADELA LIGHT
752,10,Carnes,8103902,PELE DE PORCO PREPARADA,Meat,PREPARED PIG SKIN
753,10,Carnes,7100201,CONTRAFILE,Meat,CONTRAFILE
754,10,Carnes,7805401,PEITO DE PERU LIGHT,Meat,LIGHT PERU CHEST
755,10,Carnes,8100802,COPA DE PORCO DEFUMADA,Meat,SMOKED PIG CUP
756,10,Carnes,7702707,FIAMBRE,Meat,FIAMBRE
757,10,Carnes,7702801,SALSICHA EM CONSERVA,Meat,SAUSAGE SAUCE
758,10,Carnes,8579067,ENSOPADINHO DE CARNE COM LEGUMES E BATATA,Meat,MEAT ENSOPADINHO WITH VEGETABLES AND POTATOES
759,10,Carnes,7107804,CHULETA,Meat,CHULETA
760,10,Carnes,7107206,BUCHO / DOBRADINHA ENSOPADO(A),Meat,SUCKED BUCHO / DOUBADINHA (A)
761,10,Carnes,7102402,DOBRADINHA FRESCA,Meat,FRESH FOLD
762,10,Carnes,7107501,SUA SUINA,Meat,YOUR SWINE
763,10,Carnes,7101001,MUSCULO BOVINO,Meat,BOVINE MUSCLE
764,10,Carnes,7480001,PACU,Meat,PACU
765,10,Carnes,7702601,CARNE BOVINA EM CONSERVA,Meat,CONSERVED BEEF
766,10,Carnes,8571111,"CARNE COM LEGUMES (EXCETO BATATA, INHAME E AIPIM)",Meat,"MEAT WITH VEGETABLES (EXCEPT POTATOES, INHAME AND AIPIM)"
767,10,Carnes,8579065,CARNE ENSOPADA COM LEGUMES E BATATA,Meat,MEAT STUFFED WITH VEGETABLES AND POTATOES
768,10,Carnes,8506303,GALINHADA COM PEQUI,Meat,CHICKEN HONEY
769,10,Carnes,7702603,KITUTE BOVINO,Meat,KITUTE BOVINO
770,10,Carnes,8581602,STROGONOFF / ESTROGONOFE DE CARNE,Meat,STROGONOFF / MEAT STROGONOF
771,10,Carnes,7103303,COSTELETA,Meat,PORK CHOP
772,10,Carnes,7280501,FILE DE PEIXE,Meat,FISH FILLET
773,10,Carnes,7800901,PE DE GALINHA OU FRANGO,Meat,CHICKEN OR CHICKEN PE
774,10,Carnes,7262101,CARANGUEJO,Meat,CRAB
775,10,Carnes,7103301,CARRE,Meat,CARRE
776,10,Carnes,7800801,PESCOCO DE GALINHA OU FRANGO,Meat,CHICKEN OR CHICKEN PESCOCO
777,10,Carnes,7103101,MOCOTO BOVINO,Meat,MOCOTO BOVINO
778,10,Carnes,7801301,FIGADO DE GALINHA OU FRANGO,Meat,CHICKEN OR CHICKEN FIG
779,10,Carnes,8103003,HAMBURGUER DE PEIXE,Meat,FISHBURGER
780,10,Carnes,8579050,BIFE A PARMEGIANA,Meat,STEAK TO PARMEGIANA
781,10,Carnes,8508306,CARNE DE SOL ATOLADA,Meat,SUNSET MEAT
782,10,Carnes,8579115,CARNE LOUCA / MALUCA,Meat,CRAZY / MEAL MEAT
783,10,Carnes,7280102,CEVICHE DE PEIXE,Meat,FISH CEVICHE
784,10,Carnes,8579009,ENSOPADINHO DE CARNE COM LEGUMES,Meat,MEAT ENSOPADINHO WITH VEGETABLES
785,10,Carnes,8579069,ENSOPADO DE CARNE COM LEGUMES E BATATA,Meat,MEAT SAUCE WITH VEGETABLES AND POTATOES
786,10,Carnes,8506407,MOQUECA / MUQUECA DE PEIXE,Meat,FISH MOQUECA / MUSHROOM
787,10,Carnes,8579201,PACA ASSADA A PURURUCA,Meat,PURURUCA ROASTED PACA
788,10,Carnes,7702302,PASTA DE CARNE EM CONSERVA,Meat,CONSERVED BEEF PASTE
789,10,Carnes,8579210,PEIXE ENSOPADO COM BATATAS,Meat,FISH STUFFED WITH POTATOES
790,10,Carnes,8579211,PEIXE ENSOPADO COM LEGUMES E BATATA,Meat,FISH STUFFED WITH VEGETABLES AND POTATO
791,10,Carnes,8579236,QUIBE CRU,Meat,KIBE CRU
792,10,Carnes,8103903,LEITAO A PURURUCA,Meat,PIGLET TO PURURUCA
793,10,Carnes,7100303,MAMINHA,Meat,MAMMY
794,10,Carnes,7100304,PICANHA,Meat,RUMP STEAK
795,10,Carnes,7802702,TENDER,Meat,TEND
796,10,Carnes,7101011,VAZIO (CARNE BOVINA),Meat,EMPTY (BEEF)
797,10,Carnes,7107603,CARNE DE PACA,Meat,PACA MEAT
798,10,Carnes,7105203,MOCOTO SUINO / MOCOTO DE PORCO,Meat,PIG MOCOTO / PIG MOCOTO
799,10,Carnes,7803907,PATO EM PEDACOS,Meat,DUCK IN PIECES
800,10,Carnes,7105103,SARRABULHO,Meat,SARRABULHO
801,10,Carnes,7107615,CARNE DE CAPIVARA,Meat,CAPIVARA MEAT
802,10,Carnes,7803913,CARNE DE PATO,Meat,DUCK MEAT
803,10,Carnes,7101901,CORACAO BOVINO,Meat,BOVINE HEART
804,10,Carnes,7267101,LAGOSTA,Meat,LOBSTER
805,10,Carnes,7100608,LOMBO PAULISTA (CARNE BOVINA),Meat,LUMBO PAULISTA (BOVINE MEAT)
806,10,Carnes,7265101,LULA,Meat,SQUID
807,10,Carnes,7266101,SURURU,Meat,SURURU
808,10,Carnes,7281501,STEAK DE PEIXE,Meat,FISH STEAK
809,10,Carnes,7113401,MEDALHOES BOVINOS,Meat,BOVINE MEDALS
810,10,Carnes,7807602,ROLE DE FRANGO OU GALINHA,Meat,CHICKEN OR CHICKEN ROLL
811,10,Carnes,8508302,ATOLADO DE CARNE MOIDA,Meat,MILLED MEAT MORTGAGE
812,10,Carnes,7706302,ATUM EM CONSERVA LIGHT,Meat,CONSERVED TUNA LIGHT
813,10,Carnes,8505603,BOBO DE FRANGO OU GALINHA,Meat,CHICKEN OR CHICKEN BOBO
814,10,Carnes,8579109,CARNE DE SOL COM LEGUMES,Meat,SUN BEEF WITH VEGETABLES
815,10,Carnes,8508303,COSTELA COM AIPIM / MACAXEIRA / MANDIOCA,Meat,RIB WITH AIPIM / MACAXEIRA / CASSAVA
816,10,Carnes,8508304,COSTELA COM BATATA,Meat,RIB WITH POTATO
817,10,Carnes,8579008,COSTELA COM LEGUMES,Meat,RIB WITH VEGETABLES
818,10,Carnes,8579140,ENTREVERO DE PINHAO,Meat,PINHAO INTERVIEW
819,10,Carnes,8579149,FRANGO OU GALINHA COM PEQUI,Meat,CHICKEN OR CHICKEN WITH PEQUI
820,10,Carnes,8579153,FRANGO OU GALINHA COM QUIABO,Meat,CHICKEN OR CHICKEN WITH Okra
821,10,Carnes,8579158,FRANGO OU GALINHA XADREZ,Meat,CHICKEN OR CHICKEN CHESS
822,10,Carnes,8506302,GALINHADA CAIPIRA,Meat,RUSTIC CHICKEN
823,10,Carnes,8579177,LOMBO RECHEADO COM LINGUICA,Meat,LOIN STUFFED WITH LANGUAGE
824,10,Carnes,8506404,MOQUECA / MUQUECA DE CAMARAO,Meat,MOQUECA / MUQUECA DE CAMARAO
825,10,Carnes,8579207,PEIXE A PARMEGIANA,Meat,FISH TO PARMEGIANA
826,10,Carnes,8579209,PEIXE ASSADO COM LEGUMES E BATATAS,Meat,ROASTED FISH WITH VEGETABLES AND POTATOES
827,10,Carnes,8579235,QUIBE ASSADO / QUIBE DE FORNO,Meat,ROASTED QUIBE / OVEN QUIBE
828,10,Carnes,8579012,REFOGADINHO DE CARNE COM LEGUMES,Meat,MEAT SAUCE WITH VEGETABLES
829,10,Carnes,7280401,TARTARE DE SALMAO,Meat,SALMON TARTARE
830,10,Carnes,7480201,TUCUNARE,Meat,TUCUNARE
831,10,Carnes,8102401,CHOURICO,Meat,CHORIZO
832,10,Carnes,7101202,FRALDINHA (CAPA DE FILE),Meat,FRALDINHA (FILE COVER)
833,10,Carnes,7113001,KAFTA,Meat,KAFTA
834,10,Carnes,7803703,CAPOTE,Meat,CAPOTE
835,10,Carnes,7803707,MUTUM,Meat,MUTUM
836,10,Carnes,7110902,OSSADA,Meat,OSSADA
837,10,Carnes,7101014,OSSOBUCO,Meat,OSSOBUCO
838,10,Carnes,8102501,PAIO,Meat,PAIO
839,10,Carnes,7103907,SARAPATEL SUINO FRESCO,Meat,FRESH SWINE SARAPATEL
840,10,Carnes,7107617,CARNE DE COTIA,Meat,COTIA MEAT
841,10,Carnes,7102403,FATO BOVINO,Meat,BOVINE FACT
842,10,Carnes,7102404,FATO CAPRINO,Meat,CAPRINO FACT
843,10,Carnes,8102402,MORCELA,Meat,MORCELA
844,10,Carnes,8103901,PURURUCA DE PORCO,Meat,PIG PURURUCA
845,10,Carnes,7105403,CARNE CAPRINA,Meat,CAPRINA MEAT
846,10,Carnes,7105401,CARNE DE CABRITO,Meat,CABRITO MEAT
847,10,Carnes,7113201,LOMBINHO,Meat,LOMBINHO
848,10,Carnes,8579040,BACALHOADA,Meat,BACALHOADA
849,10,Carnes,8505601,BOBO DE CAMARAO,Meat,BOBO DE CAMARAO
850,10,Carnes,8579079,CAMARAO COM MOLHO BRANCO,Meat,SHRIMP WITH WHITE SAUCE
851,10,Carnes,8579086,CAMARAO ENSOPADO COM CHUCHU / LEGUMES,Meat,CHICKEN STUFFED WITH CHUCHU / VEGETABLES
852,10,Carnes,8579099,CARNE RECHEADA COM LEGUMES E OU LINGUICA,Meat,MEAT STUFFED WITH VEGETABLES AND OR LANGUAGE
853,10,Carnes,8579066,CARNE REFOGADA COM LEGUMES E BATATA,Meat,SAVED MEAT WITH VEGETABLES
854,10,Carnes,8579138,ENSOPADINHO DE LINGUICA COM BATATA,Meat,LINGUICA ENSOPADINHO WITH POTATO
855,10,Carnes,8579167,LAGARTO RECHEADO COM CENOURA,Meat,LIZARD STUFFED WITH CARROT
856,10,Carnes,8506406,MOQUECA / MUQUECA DE LAGOSTA,Meat,MOQUECA / LAGOSTA MUQUECA
857,10,Carnes,8506408,MOQUECA / MUQUECA NAO ESPECIFICADA,Meat,MOQUECA / MUQUECA NOT SPECIFIED
858,10,Carnes,8579196,MUJICA / MOJICA DE PEIXE,Meat,MUJICA / FISH MOJICA
859,10,Carnes,8579205,PATO NO TUCUPI,Meat,DUCK IN TUCUPI
860,10,Carnes,8579206,PEIXADA,Meat,FISH
861,10,Carnes,8579213,PEIXE ASSADO RECHEADO COM FAROFA,Meat,ROASTED FISH STUFFED WITH FAROFA
862,10,Carnes,8579242,RABADA COM AGRIAO E BATATA,Meat,RABADA WITH AGRIAO AND POTATO
863,10,Carnes,8579017,REFOGADINHO DE FRANGO OU GALINHA COM LEGUMES,Meat,CHICKEN OR CHICKEN SAFETY WITH VEGETABLES
864,10,Carnes,8582303,ROCAMBOLE DE FRANGO OU GALINHA,Meat,CHICKEN OR CHICKEN ROCAMBOLE
865,10,Carnes,8581601,STROGONOFF / ESTROGONOFE DE CAMARAO,Meat,STROGONOFF / ESTROGONOFE DE CAMARAO
866,10,Carnes,7101801,VISCERA BOVINA,Meat,BOVINE VISCERA
867,10,Carnes,7807702,"GANSO, CARNE NAO ESPECIFICADO",Meat,"GOOSE, BEEF NOT SPECIFIED"
868,10,Carnes,7803908,PEITO DE PATO,Meat,DUCK BREAST
869,10,Carnes,7180001,ROSBIFE,Meat,ROAST BEEF
870,10,Carnes,7263101,MARISCO,Meat,SHELLFISH
871,10,Carnes,7801001,MIUDO DE GALINHA OU FRANGO,Meat,CHICKEN OR CHICKEN CHICKEN
872,10,Carnes,7103903,MIUDO SUINO / MIUDO DE PORCO,Meat,SWINE CHICKEN / PIG CHICKEN
873,10,Carnes,7803702,GALINHA DANGOLA,Meat,DANGOLA CHICKEN
874,10,Carnes,7104601,FIGADO SUINO / FIGADO DE PORCO,Meat,PIG FIG / PIG FIG
875,10,Carnes,7802801,NAMBU,Meat,NAMBU
876,10,Carnes,7102001,RIM BOVINO,Meat,BOVINE KIDNEY
877,10,Carnes,7261101,SIRI,Meat,CRAB
878,10,Carnes,8579095,CARIBEU (CARNE SECA COM MANDIOCA),Meat,CARIBBEAN (DRY MEAT WITH CASSAVA)
879,10,Carnes,8579106,CARNE SUINA / CARNE DE PORCO COM LEGUMES,Meat,SWINE MEAT / PORK WITH VEGETABLES
880,10,Carnes,8579139,ENSOPADINHO DE LINGUICA COM LEGUMES,Meat,ENSOPADINHO DE LINGUICA WITH VEGETABLES
881,10,Carnes,8579161,FRIGIDEIRA DE PEIXE,Meat,FISH FRYING PAN
882,10,Carnes,8579176,LOMBO RECHEADO COM LEGUMES,Meat,LOIN STUFFED WITH VEGETABLES
883,10,Carnes,8579185,MAO DE VACA,Meat,PENNY-PINCHER
884,10,Carnes,8579186,MARISCADA,Meat,SHELLFISH
885,10,Carnes,8506401,MOQUECA / MUQUECA BAIANA,Meat,MOQUECA / MUQUECA BAIANA
886,10,Carnes,8579219,PEIXE COM CAMARAO,Meat,FISH WITH SHRIMP
887,10,Carnes,7104602,FIGADO SUINO / FIGADO DE PORCO  (BIFE),Meat,PIG FIG / PIG FIG (STEAK)
888,10,Carnes,8508305,ATOLADO DE CARNE SECA,Meat,DRY MEAT BORROWED
889,10,Carnes,7264101,OSTRA,Meat,OYSTER
890,10,Carnes,7702502,PASTA DE GALINHA EM CONSERVA,Meat,CONSERVED CHICKEN PASTE
891,10,Carnes,8102801,BLANQUET DE PERU,Meat,TURKEY BLANQUET
892,10,Carnes,7703902,PASTA DE PEIXE EM CONSERVA,Meat,CONSERVED FISH PASTE
