ingr_descr_eng,foodex2_ingr_code,ingr_code
Teas and infusions specific for infants and young children,A03RM,130403011
"Infant cereals, milk-based, liquid pap ""Milk and cereals, 8 cereals and honey, >6 months, Nestlé""",A0BZF#F04.A03QR$F04.A003X$F04.A002L$F04.A003T$F04.A003J$F04.A003F$F04.A002T$F04.A002Q$F04.A002Y$F04.A033J$F04.A0BSL$F04.A06PQ$F04.A06VT$F09.A0EXD$F09.A0EXA$F09.A0EXE$F09.A0EXH$F09.A0EXN$F09.A0EXZ$F09.A0EXM$F09.A0EXL$F09.A0EXV$F09.A0EXT$F09.A0EXK$F09.A0EXY,60604002
Fermented milk,A0C69,50300001
"Juice, clementines, squeezed",A0BY4#F27.A01CE,130200047
"Yoghurt, cow milk, spoonable",A02NF#F03.A0CEE,50600029
"Cereal flakes, ""Golden Grahams"" type",A0F4Q#F08.A032H,60400012
"Tea beverage, ginger infusion",A03LG#F04.A01AB,130403016
"Wheat bread, loaf, enriched",A005K#F04.A001M,60301031
Black raspberries,A01EN#F21.A07RY,40200036
"Ling, boiled",A02CC#F28.A07GL,80200096
"Soya flour, low fat",A0DCH#F10.A077C$F28.A0C0A,60100019
Textured soy protein,A03TF,70700001
"Yoghurt, cow milk, skimmed, spoonable, with artificial sweeteners",A02NF#F03.A0CEE$F08.A046M$F10.A077H,50600007
"Multivitamins, minerals and folic acid, tabs or capsules",A03SN#F04.A0EXQ$F03.A06JH,200203402
"Jam, strawberry",A01MN,110200018
"Bacon, grilled",A022X#F10.A0CQE$F28.A07GS,70500037
"Cow milk powder, semi-skimmed",A02PJ#F10.A077G,50200008
"Pig, rib, stewed with olive oil and margarine",A01RG#F04.A036P$F04.A0F1G$F28.A07GM,70204063
"Cereal flakes, with chocolate",A0F4Q#F04.A0EQD,60400043
"Apples, boiled with added sugar",A01DJ#F10.A077J$F28.A07GL,40200001
"Portuguese multigrain bread, ""Broa de Avintes""",A005L#F04.A000T$F04.A001K,60301045
"Jam, pear",A01MM#F04.A01DP,110200045
Pudding powedered reconstituted with milk,A02PX#F28.A07XZ,50900016
"Soft drink, apple, without gas",A03EA#F04.A01DJ,130300015
"Chocolate, tablet, like Twix",A034R#F04.A035A$F04.A009X,110300031
"Cow kidney, raw",A01YK,70600012
Pig fresh meat,A01RG,70204030
Wheat bran,A004P,60100041
Flour,A04KS,60100001
"Biscuits, gluten free",A009V#F10.A0B8L,120200036
Wheat bran,A004P,60400023
"Cuttlefish and surimi, ""Caprichos do mar""",A02KE#F27.A02JH$F28.A07HK,80400009
"Chocolate ""brigadeiro""",A034R#F04.A02PG,110300036
"Chocolate, like After Eight",A034Q#F04.A045H,110300019
"Mackerel, raw",A02CX,80200032
Custard/pudding,A02PX,50900005
"Turkey, leg",A01SQ#F02.A07XQ,70303003
"Yoghurt, cow milk, semi-skimmed, spoonable",A02NF#F03.A0CEE$F10.A077G,50600012
"Pig, loin roasted",A01RG#F28.A07GY,70204048
Golden redfish,A02AN,80200064
Trout,A029F,80200049
"Rice drink, milk imitate",A03TM,50400002
"White cabbage, boiled",A00GC#F28.A07GL,20500006
"Infant cereals, milk-based, liquid pap",A03RE#F04.A0BXZ,60604001
Fermented milk for infants,A0C69#F23.A07TF,50300006
"Infant cereals, non milk-based, ""Cerelac to be reconstituted with milk, >6 months, Nestlé""",A03QY#F27.A001N$F04.A06VT$F04.A02PJ$F08.A032H$F09.A0EXH$F09.A0EXD$F09.A0EXE$F09.A0EXA$F09.A0EXN$F09.A0EXL$F09.A0EXV$F09.A0EXY$F09.A0EXZ$F09.A0EXS$F09.A0EXQ$F09.A0EXM,60602013
Rye rusk,A006M#F04.A0D9R,60302006
"Biscuits, lemon",A009V#F04.A01BY,120200003
"Soft drink, mango and orange, without gas",A03EV#F04.A01LF$F04.A01CR,130300013
Breakfast cereals,A00EL,60400001
"Raja ray, raw",A02DQ,80200045
"Sheep, leg, low fat, roasted with olive oil and margarine",A01RJ#F02.A07XQ$F04.A036P$F04.A0F1G$F10.A077C$F28.A07GY,70205044
Orange sponge cake roll,A00BB#F04.A0DZB,999900051
Cow cheese curd,A0CRN#F27.A02LV,50700014
Sharpsnout seabream,A029S#F01.A08E0,80200130
"Cow, ox or bull fresh meat",A01QX,70202007
Marzipan,A034Y,110400007
Medlars,A01DL,40200073
"Gilthead seabream, boiled",A0FAR#F28.A07GL,80200078
"Cuttlefish, raw",A02JA,80300008
"Broth, shellfish",A0EZD#F04.A02FD,160100005
"Infant cereals, non milk-based, ""Multifruits, +4 months, Nutribén""",A03QY#F27.A000T$F27.A001D$F04.A01DJ$F04.A01DP$F04.A04JS$F08.A032H$F04.A0BSL$F04.A06VT$F04.A03CA$F09.A0EXH$F09.A0EXG$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXY$F09.A0EXS$F09.A0EXZ$F09.A0EXQ$F09.A0EXK$F09.A0EXR$F09.A0EXM,60602003
"Follow-on formula, NAN 2, Nestlé, reconstituted",A03QR,999900077
"Simple cereals Nutribén, 8 cereals and honey biscuits, +6 months, reconstituted with follow-on formula",A0BZE,999900222
"Chocolate milk, semi-skimmed",A02MP#F04.A0EQD,50200029
"Isotonic drink, lemon",A03GB#F04.A06QE,130300026
"Peanuts, without husks, toasted",A015H#F20.A07QZ$F20.A07QF$F28.A07HC,40300024
Peanuts,A015H,40300022
"Sweet potatoes, roasted",A010C#F28.A07GY,10100006
Sheep cheese curd,A0CRN#F27.A02MC,50700016
"Cow, ox or bull fresh meat",A01QX,70202026
"Muesli, wheat integral",A00EJ#F10.A06HR,60400027
"Jam, tomato",A01MM#F04.A0DMX,110200037
"Jam, peach",A01NC,110200019
"Omega-3 fatty acids, ampoule",A03SX#F04.A0EVV$F03.A06JL,200204304
"Duck, without skin",A01SR#F20.A07QR,70304002
Peppercorn,A018Z,150500011
"Follow-on formula, NAN 3, Nestlé, reconstituted",A03QR,999900078
"Infant cereals, milk-based ""Apples and oat, 6-36 months, Bledina""",A03QZ#F04.A000G$F04.A001P$F04.A001D$F04.A000P$F04.A001K$F04.A000T$F04.A001B$F04.A02PL$F04.A01MC$F09.A0EXH$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXZ$F09.A0EXY$F09.A0EXS$F09.A0EXQ$F09.A0EXM$F09.A0EXK$F09.A0EXR$F09.A0EXP$F09.A0EXD$F09.A0EXA$F09.A0EXE,60601019
Smooth hound,A02DN,80200060
Wheat flour,A003X,60100002
"Savory, dry",A017M,150400036
"Rye flour, medium",A003L,60100016
Buckwheat,A000N,60200051
"Soft drink, passiont fruit, without gas",A03EA#F04.A01KC,130300010
Condensed cow milk powder,A02PG,50200010
Carobs bread,A004X#F04.A01HY,60301049
"Fruit compote, orange",A01PD#F04.A0DZB,110200030
Quinoa grain,A000R,60200056
"Cheese, feta",A02RC,50800019
"Follow-on formula, Nutribén A.O. Confort 2, Nutribén, reconstituted",A03QR,999900145
"Ice cream, homemade, with cream and biscuits",A02QA#F04.A02ML$F04.A009V,51101003
Cereal flakes with fruit and fiber,A00EL#F04.A01MA$F09.A0EVR,60400005
Cold dairy dessert,A02PV#F28.A07KP,50900031
"Infant cereals, non milk-based, ""8 cereals and honey, 6-36 months, Bledina""",A03QY#F27.A001N$F27.A001D$F27.A001K$F27.A000T$F27.A000G$F27.A000P$F27.A001R$F27.A001B$F08.A032H$F04.A033J$F04.A047E$F09.A0EXH$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXZ$F09.A0EXY$F09.A0EXS$F09.A0EXQ$F09.A0EXM$F09.A0EXK$F09.A0EXR$F09.A0EXP$F09.A0EXD,60602018
"Cheese, edam",A02TV,50800017
Pangas catfishes,A0F8N,80200013
"Infant formula, Nutribén A.C. Confort 1, Nutribén, reconstituted",A03QF,999900142
"Bovine tongue, stewed, without sauce",A020S#F28.A07GM,70600028
Butter biscuits,A009Y,120200011
"White chocolate, filled",A034Q#F04.A034P,110300010
"Tea beverage, rose and fennel infusion",A16GR#F04.A03JE,130403017
"Cereal bars, sesame, snack",A00FA#F04.A015K,110400003
Crisp lettuces,A00KZ,20200009
Lemon mousse,A02PV#F04.A02PG$F04.A02ML$F04.A03AH$F04.A031T,50900007
"Pistachios, toasted with added salt",A014Q#F04.A042P$F28.A07HC,40300027
"Shrimps, boiled",A02GB#F28.A07GL,80300021
Balsamic vinegar,A04JG,150500034
Almonds,A014D,40300012
Yeast leavened pastry with raisins and walnuts,A00BK#F04.A01ME$F04.A0DXG,120100064
"Onions, fried in vegetable oil",A00HC#F04.A036N$F28.A07GR,20800003
"Tea, decaffeinated, infusion",A03LE,130402007
Sweet bread,A00AP,120100014
"Infant cereals, milk-based ""Cerelac pear, +6 months, Nestlé""",A03QZ#F04.A001N$F04.A02PL$F04.A06VT$F04.A0BSL$F04.A01MH$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXY$F09.A0EXT$F09.A0EXZ$F09.A0EXS$F09.A0EXK$F09.A0EXQ$F09.A0EXR$F09.A0EXM$F09.A0EXH$F09.A0EXD$F09.A0EXA$F09.A0EXE,60601012
"Follow-on formula, milk-based, powder",A03QL,50501017
"Yoghurt, cow milk, spoonable, lactose free",A02NF#F10.A0CQD,50600034
"Almonds sweet, with peel, without husks",A014F#F20.A07QE$F20.A07QZ,40300009
Rice rolled grains,A00DQ,60100030
Dried vine fruits,A01ME,40200085
Sole,A02AT,80200090
Dried prunes,A01MB,40200025
Algae,A00VA,20200013
Millet grain,A001B,60200053
Spelt bread,A0BY0#F04.A001R,60301052
"Cereals Nutribén, growth, +6 months, reconstituted with water",A0BZF,999900173
"Turkey, breast without skin, roasted with margarine",A01SQ#F02.A07XS$F04.A0F1G$F20.A07QR$F28.A07GY,70303010
Chocolate salami,A035R#F04.A032H$F04.A009X,110300037
Energy drink,A03GA,130300033
"Chicken, with skin, stewed, without sauce",A01SP#F20.A07QQ$F28.A07GM,70302030
Hand,A020Z,70600033
Salami-type sausage,A024X,70500033
"Syrups, canned fruit",A033Z#F27.A04RK,110200032
"Cereals Nestlé, Cerelac banana orange, >6 months, reconstituted with water",A0BZF,999900182
"Simple cereals Milupa, Miluvit Multicereals, reconstituted with whole milk",A0BZE,999900293
"Broad beans, dry, boiled",A013H#F28.A07MS$F28.A07GL,20700009
Pineapple cake,A00BA#F04.A01LP,999900045
"Cola beverages, caffeinic, light",A03FR#F10.A0CRG,130300021
"Follow-on formula, milk-based, powder",A03QL,50501018
"Cereals Blédina, biscuits, 6-36 months, reconstituted with water",A0BZF,999900184
Mackerel,A02CN,80200072
"Cereals Blédina, rice, 4-36 months, reconstituted with water",A0BZF,999900190
"Infant cereals, milk-based ""Apple, Continente""",A03QZ#F04.A001N$F04.A032H$F04.A02PL$F04.A0BSL$F04.A06VT$F04.A01MC$F09.A0EXH$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXZ$F09.A0EXY$F09.A0EXS$F09.A0EXQ$F09.A0EXM$F09.A0EXP$F09.A0EXD$F09.A0EXE$F09.A0EXK,60601026
"Infant cereals, milk-based ""Pear, Continente""",A03QZ#F04.A001N$F04.A02PL$F04.A0BSL$F04.A01MH$F04.A06VT$F09.A0EXH$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXZ$F09.A0EXY$F09.A0EXS$F09.A0EXQ$F09.A0EXM$F09.A0EXP$F09.A0EXD$F09.A0EXE$F09.A0EXK,60601025
Meringue,A00CP,120100062
Chocolate cake,A00BG#F04.A0C6A,999900021
"Hazelnuts, without husks",A014L#F20.A07QZ,40300020
Cashew nuts,A014H,40300014
Pine nut kernels,A014P#F20.A07QZ,40300039
"Calf, loin, roasted without sauce",A01QY#F28.A07GY,70203032
Fermented milk with phytosterols,A02NS#F09.A0EVS,50300002
"Ice cream, dessert, ""Viennetta"" type",A02QA#F04.A0EQD,51101008
Marble cake,A00BJ,999900049
"Asparagus, boiled",A00RT#F28.A07GL,20900003
"Chicken, breast and wing, with skin",A01SP#F03.A06HZ$F20.A07QQ,70302013
Cereal bran,A002C,60400022
"Lupins, boiled with added salt",A012N#F10.A0CJK$F28.A07GL,30100019
"Wine ""Moscatel""",A03NF,140300015
Animal kidney,A01YG,70600009
Sparkling wine,A03MZ,140200012
Lamprey,A026V#F01.A0865,80200093
"Sugar, moscovado",A032P,110200004
"Black scabbardfish, grilled",A0FBG#F01.A09QR$F28.A07GZ,80200108
"Vegetal cream, liquid",A039E#F03.A06JL,100300010
"Cereals Nestlé, Cerelac 5 fruits, >6 months, reconstituted with water",A0BZF,999900179
"Multigrain bread with seeds, without added salt",A005L#F10.A0CQE,60301022
"Chicken, leg without skin, stewed with margarine",A01SP#F02.A07XQ$F04.A0F1G$F20.A07QR$F28.A07GM,70302024
"Omega-3 fatty acids, soft capsule",A03SX#F04.A0EVV$F03.A0CED,200204303
"Magnesium, ampoule",A03SM#F04.A0EXF$F03.A06JL,200202006
Herbal and other non-tea infusions,A03LG,130403010
"Chicken, leg without skin, stewed, without sauce",A01SP#F02.A07XQ$F20.A07QR$F28.A07GM,70302026
Kefir,A02NV,50300005
"Cereals Nutribén, 8 cereals and honey, +6 months, reconstituted with water",A0BZF,999900175
Melons,A00KF,40200054
"Simple cereals Nutribén, multifruits, +4 months, reconstituted with whole milk",A0BZE,999900212
"Follow-on formula, Nidina Expert + Grown , Nestlé, reconstituted",A03QR,999900093
Tabasco sauce,A044Q,150500038
"Syrups, sugar",A033Z,110200033
"Biscuits, honey",A009X#F04.A033J,120200025
"Cow, for boiling or stewing, low fat, stewed",A01QX#F28.A07GM,70202033
"Chantilly, spray",A02MN,51001012
"Nectar, light, peach",A03BH#F10.A0CRG,130200027
"Soft drink, like Ice Tea light",A03EA#F10.A0CRG,130300040
Strawberry sauce,A046G#F04.A01EA,110200047
Berries and small fruits,A01DT,40200009
Bulgur,A004G,60200057
"Herb liqueur, anise",A03NV#F04.A017Y,140600001
Lollo rosso,A00LB,20200010
"Powder for instant soup, oxtail",A043H,150500021
Blood-type sausage,A025S,70500054
Wine,A03MT,140200001
Tonic water,A03EY,130300031
"Chocolate, like Smarties",A0EQD#F28.A07HN,110300024
"Nectar, strawberry",A03BB#F04.A01EA,130200013
"Juice, 100% fruit, papaya",A0BY4#F27.A01LG,130200041
"Wheat bread, roll",A004Y,60301002
Mixed dried fruits (table grapes and tree nuts),A01ME#F04.A014C,40100005
Cottage cheese,A02QG,50700011
"Fresh garden peas, boiled",A012J#F28.A07GL,30100024
"Tea beverage, cinnamon infusion",A03LF#F04.A019V,130403018
"Bacon, grilled, with added salt",A022X#F10.A0CJK$F28.A07GZ,70500038
"Cranberries supplement, tabs or capsules",A01FH#F03.A06JH,200208601
Sorbet,A036K,51103002
"Chocolate, tablet, like Snickers",A034R#F04.A035A$F04.A015H,110300030
Cherry tomato,A00HY,20300033
"Soft drink, tropical fruits, without gas",A03EV,130300009
Cow milk,A02LV,50200028
Boiled eggs,A031S#F28.A07GL,999900016
Liqueur,A03NS,140700001
"Follow-on formula, Essencial 2, Continente, reconstituted",A03QR,999900165
"Follow-on formula, NAN 4 + Grown , Nestle, reconstituted",A03QR,999900092
"Infant cereals, non milk-based, ""Cerelac strawberry and banana yoghurt, >8 months, Nestlé""",A03QY#F27.A001N$F27.A001K$F27.A000P$F27.A000T$F27.A001L$F27.A001D$F27.A001B$F27.A000G$F04.A02NG$F04.A04JS$F04.A01EA$F04.A06VT$F09.A0EXH$F09.A0EXD$F09.A0EXE$F09.A0EXJ$F09.A0EXN$F09.A0EXV$F09.A0EXY$F09.A0EXZ$F09.A0EXS$F09.A0EXQ$F09.A0EXM$F09.A0EXL,60602016
Rice cereal flakes,A00DS,60400042
"Chocolate spread, sauce",A046H,110300016
"Cereals Nestlé, Cerelac apple, >6 months, reconstituted with water",A0BZF,999900180
"Infant formula, milk-based, powder",A03QA,50501007
"Portguese sausage ""Farinheira"", boiled, with added salt",A025H#F04.A003X$F04.A01VA$F10.A0CJK$F28.A07GL,70500053
Frozen yoghurt,A02QC,51101005
"Puff pastry, sweet with coverage and/or filling",A00CC#F28.A07LZ,120100050
"Biscuits, like BelvitaProalimentar without filling",A009X#F09.A0EXY$F09.A0EXL$F09.A0EXD$F09.A0EXF,120200042
"Rice cereals, Nestum,  with milk",A0BZE#F04.A02LV$F04.A001D,999900035
Biscuits with fruit,A00AE#F04.A04RK,120200026
"Pig, loin, grilled",A01RG#F28.A07GZ,70204047
"Imitation cream, spray",A03TR,51002003
"Cow milk, semi-skimmed",A02LZ,50200025
"European hake, raw",A02CB#F01.A08XQ,80200118
"Sauce, yoghurt",A0F1N#F04.A02NG,150203008
"Soft drink, lemon, without gas",A03EA#F04.A01BY,130300019
Cider,A03ND,140200016
"Simple cereals Nestlé, Cerelac biscuits, >6 months, reconstituted with follow-on formula",A0BZE,999900237
"Nectar, light, tropical, carrot",A0BX9#F04.A00QH$F10.A0CRG,130200025
"Infant cereals, milk-based, liquid pap ""Milk and cereals, Miscellaneous fruits, >6 months, Nestlé""",A0BZF#F04.A03QR$F04.A003X$F04.A03BN$F04.A0BSL$F04.A06VT$F04.A06KB$F04.A06KL$F04.A06SE$F09.A0EXD$F09.A0EXA$F09.A0EXE$F09.A0EXH$F09.A0EXN$F09.A0EXZ$F09.A0EXM$F09.A0EXL$F09.A0EXV$F09.A0EXT$F09.A0EXK$F09.A0EXY$F09.A0EXS$F09.A0EXX$F09.A0EXQ$F09.A0EXR$F09.A0EXP,60604003
Teas and infusions specific for infants and young children,A03RM,130403012
Oat grain,A000G,60200062
"Foamed sugar products, marshmallows",A035H,110400006
"Calf, loin grilled",A01QY#F28.A0EJY,70203033
"Bread, ""brioche"" type",A00BT,120100037
Massa Chili,A0ERG,999900326
"Gelatine, slices",A0F5E#F03.A06JA,170100004
"Candy, caramel",A034Z,110400021
"Cheese, emmental",A02YM,50800018
Maize starch,A002R,60100027
"Shallow-water Cape hake, fried",A02CB#F01.A0B7H$F28.A07GS,80200114
Black pepper,A019C,150500013
"Sheep, shoulder, boiled",A01RJ#F28.A07GL,70205031
"Sheep, leg, low fat, stewed with olive oil and margarine",A01RJ#F02.A07XQ$F04.A036P$F04.A0F1G$F10.A077C$F28.A07GM,70205040
Sunflower seed oil,A037D,100100005
"Simple cereals Nutribén, 8 cereals and honey, +6 months, reconstituted with human milk",A0BZE,999900220
"Pig, chop, half fat, stewed",A01RG#F10.A077B$F28.A07GM,70204038
Almonds,A014D,40300008
"Ice cream, dessert, ""Romântica"" type",A02QA#F04.A035A$F04.A0EQD$F04.A01QF$F04.A009V,51101009
"Pig, chop, half fat, grilled",A01RG#F10.A077B$F28.A07GZ,70204045
Biscuit with filling,A00AE,120200030
Almonds with sugar coverture,A0F0L#F27.A014D,110400029
"Fresh uncured cheese, spoonable, with added sugar and chocolate",A02QF#F03.A0CEE$F04.A0EQD$F08.A032H,50700002
Candy,A034X,110400018
"Biscuits, lactose free",A009V#F10.A0CQD,120200038
"Chocolate milk, lactose free",A02MP#F04.A0EQD$F10.A0CQD,50200033
"Vitamin C, ascorbic acid, drops",A03SL#F04.A0EXN$F03.A06JL,200201303
"Follow-on formula, Novalac Premium 3, Novalac, reconstituted",A03QR,999900085
Boiled eggs,A031T#F28.A07GL,999900005
"Cereals Blédina, 7 cereals and cookies, 6-36 months, reconstituted with water",A0BZF,999900189
"Infant cereals, milk-based, liquid pap ""Milk and cereals, pyjama, >6 months, Nestlé""",A0BZF#F04.A03QR$F04.A003X$F04.A0BSL$F04.A06VT$F04.A03BN$F04.A06KB$F04.A06SE$F04.A06KL$F09.A0EXD$F09.A0EXA$F09.A0EXE$F09.A0EXH$F09.A0EXN$F09.A0EXZ$F09.A0EXM$F09.A0EXL$F09.A0EXV$F09.A0EXT$F09.A0EXK$F09.A0EXY$F09.A0EXS$F09.A0EXX$F09.A0EXQ$F09.A0EXR$F09.A0EXP,60604005
"Ice cream, stick, ""Perna de Pau"" with chocolate cover",A02QA#F04.A034M$F04.A06TV,51101016
"Calf, chop grilled",A01QY#F20.A07QL$F28.A0EJY,70203025
"Cow, for boiling or stewing, half fat, stewed",A01QX#F10.A077B$F28.A07GM,70202028
"Melatonin, drops",A03SV#F03.A06JL,200207201
"Pig, leg, low fat, stewed",A01RG#F02.A07XQ$F10.A077C$F28.A07GM,70204067
"Chicken, without skin, stewed, without sauce",A01SP#F20.A07QR$F28.A07GM,70302036
"Calf, breast, low fat, stewed",A01QY#F28.A07GM,70203037
"Iodine, potassium iodide, tabs or capsules",A03SM#F04.A0EXJ$F04.A0EXA$F03.A06JH,200206402
Canned octopus,A0BZ5#F27.A02JE,80100014
"Sausage, Frankfurt, fried",A026B#F10.A0CQE$F28.A07GS,70500030
"Almond drink, milk imitate",A03TK,50400010
"Cow, low fat",A01QX#F10.A077C,70202015
"Calcium, powder, tabs or capsules",A03SM#F04.A0EXH$F03.A06JH,200201603
"Shark cartilage, tabs or capsules",A03SV#F03.A06JH,200207301
"Horse, meat",A01RN,70206001
"Aloe vera, liquid",A03SS#F04.A03DG$F03.A06JL,200205601
Milkshake,A02QD,50200023
"Potatoes, baked, without salt",A00ZT#F20.A07QE$F28.A07GY,10200006
Chorizo and similar,A025C,70500034
Pig fresh meat,A01RG,70204025
"Multivitamins supplement, tabs or capsules",A03SL#F03.A06JH,200203104
"Infant formula, Nutribén Natal, Nutribén, reconstituted",A03QF,999900066
"Infant cereals, non milk-based, ""First pap, +4 months, Nutribén""",A03QY#F27.A000T$F27.A001D$F08.A032H$F04.A0BSL$F04.A06VT$F09.A0EXH$F09.A0EXG$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXY$F09.A0EXS$F09.A0EXZ$F09.A0EXQ$F09.A0EXK$F09.A0EXR$F09.A0EXM,60602002
Wheat rusk,A006M#F10.A0CQE$F04.A003X,60302004
"Folic acid and vitamin B12, tabs or capsules",A03SL#F04.A0EXQ$F04.A0EXP$F03.A06JH,200201101
Pig other slaughtering products,A021A,70600030
"Cow, for boiling or stewing, low fat, stewed without sauce",A01QX#F10.A077C$F28.A07GM,70202034
"Hen eggs, poached",A032D,90000011
Stock cubes for broth,A043F,150500026
"Magnesium, powder, sachet or granules",A03SM#F04.A0EXF$F03.A06JD,200202002
"Simple cereals, Holle, biologic spelt, > 4months reconstituted with whole milk",A0BZE,999900040
"Cereals Holle, biologic spelt, > 4 months,  reconstituted with water",A0BZF,999900036
"Follow-on formula, Aptamil 3 with Pronutra+, Aptamil, reconstituted",A03QR,999900087
"Omega-3 fatty acids, liquid",A03SX#F04.A0EVV$F03.A06JL,200204301
"Simple cereals Nutribén, wheat flakes and fruits, Breakfast, +12 months, reconstituted with whole milk",A0BZE,999900227
"Infant cereals, non milk-based",A03QY,60602030
"Pig tongue, raw",A021B,70600036
"Sweetener, stevia, tablet",A046Y#F03.A06JH,170301010
"Infant formula, NAN Confort 1, Nestlé, reconstituted",A03QF,999900141
"Ice cream, stick, ""Magnum"" tipe, with chocolate cover",A02QA#F04.A034M,51101012
"Chorizo, pork meat, lean, boiled with added salt",A025C#F04.A042P$F10.A077C$F28.A07GL,70500007
Bavarois cream,A02PV#F04.A02ML$F28.A07LE,50900021
"Sheep, leg, full fat, roasted, without sauce",A01RJ#F02.A07XQ$F10.A077A$F28.A07GY,70205042
"Chorizo, pork meat, lean, boiled without added salt",A025C#F10.A077C$F28.A07GL,70500008
"Canned sardine, in olive oil",A0FBZ#F06.A06XK,80100009
Apricots,A01GF,40200069
"Juice, 100% fruit, pineapple",A03AF,130200029
Biscuit with filling,A00AE,120200044
"Cow, steak, average value of chuck, rump and sirloin, fried",A01QX#F28.A07GS,70202045
"Ice cream, milk-based",A02QA,51101010
"Wheat bread, wholemeal with sesame seeds",A005E#F04.A015K,60301007
"Ice cream, stick, ""Solero"" type",A02QA#F04.A03BN,51101011
"Tea, decaffeinated, infusion",A03LE,130402003
"Garden peas (with pods), raw",A00PY,20300029
"Calcium and vitamin D3, tabs or capsules",A03SN#F04.A0EXM$F04.A0EXH$F03.A06JH,200201702
"Calcium, efervescent tabs",A03SM#F04.A0EXH$F03.A06JH,200201604
"Jam, guavas",A01MM#F04.A0CGD,110200040
"Isotonic drink, orange, powder",A03GF#F04.A0DZB,130300041
"Carbohydrate-rich energy food products for sports people, oral emulsion",A03RY#F03.A06JK,200207401
Cherries,A01GK,40200027
"Follow-on formula, Aptamil Confort 2, Aptamil, reconstituted",A03QR,999900144
"Nectar, pomegranate",A03BB#F04.A01LH,130200016
Pumpkin seeds,A015X,40300032
"Jam, sweet cherry",A01ND,110200013
Sponge biscuits,A16FJ,120200007
"Fruit compote, apricot",A01PH,110200029
"Infant cereals, milk-based ""Biscuits 6-36 months, Bledina""",A03QZ#F04.A001M$F04.A032H$F04.A02PL$F04.A047E$F09.A0EXH$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXZ$F09.A0EXY$F09.A0EXS$F09.A0EXQ$F09.A0EXM$F09.A0EXK$F09.A0EXR$F09.A0EXP$F09.A0EXD$F09.A0EXA$F09.A0EXE$F09.A0EXB,60601015
Almond sponge cake roll,A00BB#F04.A014D,120100065
Fish paste or surimi,A02KE,80400025
"Cereal flakes, with honey",A0F4Q#F04.A033J,60400015
"Ice cream, milk-based",A02QA,51101017
"Infant cereals, non milk-based, ""Cerelac, first maize and rice flour, >4 months, Nestlé""",A03QY#F27.A001D$F27.A000T$F04.A06VT$F09.A0EXH$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXY$F09.A0EXS$F09.A0EXZ$F09.A0EXQ$F09.A0EXM$F09.A0EXD$F09.A0EXE$F09.A0EXA,60602009
Daikon,A00QY,20400006
"Follow-on formula, Nidina Expert 2, Nestlé, reconstituted",A03QR,999900079
Sponge cake,A00AQ,999900327
"Follow-on formula, NAN H.A.2, Nestlé, reconstituted",A03QV,999900107
"Follow-on formula, Nidina Expert H.A. Confort, Nestlé, reconstituted",A03QV,999900151
"Infant formula, Nutribén A.O. Confort 1, Nutribén, reconstituted",A03QF,999900140
"Cow, steak, average value of chuck, rump and sirloin fried, without sauce",A01QX#F28.A07GS,70202047
Caramelized almonds,A014F#F04.A032H$F28.A07HJ,110400020
Boar,A01SH,70400011
"Salt, iodised",A042R,150500035
Nectarines,A01GN,40200020
"Ice cream, ""Magnum sandwish"" or ""Maxibom"" type",A02QA#F04.A034J$F04.A014D$F04.A009V,51101029
"Soya drink, milk imitate, with added sugar, salt, calcium and flavourings",A03TJ#F04.A032H$F04.A042P$F04.A047A$F09.A0EXH,50400009
Mixed dried fruits with tree nuts and oilseeds,A01QF#F04.A014C$F04.A015F,40100004
"Follow-on formula, milk-based, powder",A03QL,50501022
"Simple cereals Blédina, ""1ª Papa"", 4-36 months, reconstituted with whole milk",A0BZE,999900260
Pig fresh meat,A01RG,70204004
"Water, ice",A03DM,130500014
Caramel,A035A,110200035
"Éclair, covered with chocolate, filled with egg sweet",A00AH#F28.A07MA$F28.A07HP,120100033
Apples and similar-,A01DH#F04.A033J$F28.A07GR,999900022
Sweet and sour sauce,A16EY,150203015
"Salted cod, roasted with olive oil",A0FCB#F04.A036P$F28.A07MS$F28.A07GY,80200021
"Powder for instant soup, shellfish cream",A18BC,150500025
Apricots and similar,A0DVX,40200017
Tiramisu,A02PV#F04.A031S$F04.A009X$F04.A02QH$F04.A03KB$F04.A03HG,50900020
Rusk,A006M,999900008
"Mussel, boiled",A0FCY#F28.A07GL,80300015
"Various pastry, ""Churro""",A16FY,120100018
Calf fresh meat,A01QY,70203008
Dried pasta,A007L,60200014
Gin,A03PG,140500005
"Blackspot(=red) seabream, grilled",A029V#F01.A0QRT$F28.A07GZ,80200086
